,Claim,Source Name,Source URL,Verdict,Review Publication Date,Image URL,Tags
375,Presidente de Portugal eleito no domingo disse que Lula não entra em Portugal,Aos Fatos,https://www.aosfatos.org/noticias/deputado-extrema-direita-presidente-portugal-proibir-entrada-lula/,Falso,2024-03-13 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9Mvl4hZ_bWLFSIDUlC7mxmivKmUDeWxKgnNXFEP45T63Y5WH3,"['Luiz Inácio Lula da Silva', 'Presidente da República de Portugal', 'Presidente', 'Eleição', 'Portugal']"
376,Ministro de Lula deixou escapar: eleito com 39%?,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2024/02/16/ministro-de-lula-se-referia-ao-total-de-eleitores-fala-nao-indica-fraude.htm,Falso,2024-02-16 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQNWcWNMA_jIuGzlr5f1_LbnQjhuQ7USP_a7CLPR0C595zT-Cba,"['Luiz Inácio Lula da Silva', 'Eleição', 'Ministro']"
377,Klaus Schwab diz que a IA vai substituir os processos eleitorais,AFP Checamos,https://checamos.afp.com/doc.afp.com.34HJ364,Parcialmente verdadeiro,2024-02-02 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTD3FrTwXzxmbFAngVZwpr2Pu-ZSQvFcr3ZmB2uyDBuX7gEIDWR,"['Klaus Schwab', 'Inteligência artificial', 'Eleição']"
378,"Em um vídeo que circula nas redes sociais, um homem comenta uma notícia sobre o fato de o Partido Liberal (PL) ter manifestado a intenção de concorrer à presidência da Câmara dos Deputados e conclui que Jair Bolsonaro não está inelegível e que vai mandar no Brasil caso o partido dele vença a eleição interna da Casa. Uma legenda acrescentada sobre as imagens afirma que “Bolsonaro pode assumir a presidência”.",Folha - UOL,https://www1.folha.uol.com.br/poder/2023/12/mesmo-se-pl-chegar-a-presidencia-da-camara-bolsonaro-nao-mandara-no-brasil-ao-contrario-de-post.shtml,Falso,2023-12-18 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT3EcuItdFqYj2NTFq-EtZJm2SFgk7C_vYF1nLUyDIBQXhYvtFl,"['Jair Bolsonaro', 'Presidente da Câmara dos Deputados do Brasil', 'Presidente do Brasil', 'Partido Liberal', 'Câmara dos Deputados, Brasil', 'Brasil', 'Eleição']"
379,A verdade é que Joe Biden prometeu acabar com o cancro se fosse eleito em 11 de junho de 2019 e foi exactamente isso que fez.,Observador,https://observador.pt/factchecks/fact-check-joe-biden-diz-que-cumpriu-promessa-eleitoral-e-conseguiu-curar-o-cancro/,Enganador,2023-12-11 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRQ19CN0G8oWSnRGSvRHYkwLcywkcgCtqPBTMwftS8_r-FmEfdy,"['Joe Biden', 'Câncer', 'Eleição', 'Junho', 'Verdade', '2019', 'Oxigênio']"
380,Maduro está pronto para invadir a Guiana. Ele ainda debochou do sistema eleitoral brasileiro,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2023/12/07/maduro-nao-debochou-de-urnas-eletronicas-usadas-no-brasil.htm,Falso,2023-12-07 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRdC02Rm65h1EMmdOjCYWtjVnP0H_bz0IaOpW0hw96ftlzyabmY,"['Nicolás Maduro', 'Eleição', 'Sistema eleitoral do Brasil', 'Guiana']"
381,"Vídeo com trecho de diálogo entre os ministros do Tribunal Superior Eleitoral Alexandre de Moraes e Raul Araújo Filho, durante um julgamento na Corte. O conteúdo traz uma frase em que Moraes cita entender “que houve fraude”. Neste momento, uma locução sobrepõe a fala de Moraes: “ele assume que teve fraude”. O vídeo contém ainda as seguintes frases: “Olha aí a casa ‘caído’. Julgamento no caso das eleições”, dando a entender que Alexandre de Moraes estivesse fazendo alusão a uma suposta fraude nas urnas eletrônicas.",Folha - UOL,https://www1.folha.uol.com.br/poder/2023/11/video-engana-ao-sugerir-que-alexandre-de-moraes-admitiu-fraude-nas-eleicoes.shtml,Falso,2023-11-28 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTkIBCQWPEbTDPaGMbgeNapVjitXU-9mtjVZOxZ9ssIeRn-r-jb,"['Alexandre de Moraes', 'Fraude nas urnas eletrônicas', 'Eleição', 'Tribunal Superior Eleitoral', 'Ministro', 'Raul Araújo', 'Tribunal']"
382,Alexandre de Moraes assume que teve fraude nas eleições presidenciais de 2022,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2023/11/23/video-engana-ao-sugerir-que-moraes-admitiu-fraude-nas-eleicoes.htm,Falso,2023-11-23 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS4qUL22W7g2Oz3KHW8t975cbhRC_23Xi0gZ3l7UssrYpr14d65,"['Alexandre de Moraes', 'Fraude', 'Eleição', 'Presidente', 'Eleições presidenciais brasileiras, 2022', 'Eleições presidenciais', '2022']"
383,Mesária mostra fraude da eleição passada para presidente,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/terminal-do-mesario-nao-mostra-votos-de-eleitores-tse-esclareceu-o-boato/,Falso,2023-11-09 08:00:00,nan,"['Mesário', 'Eleição', 'Presidente', 'Fraude']"
384,Jornalistas da GloboNews falam que o STF estava mancomunado com Lula,Estadão,https://www.estadao.com.br/estadao-verifica/video-descontextualiza-falas-de-jornalistas-para-sugerir-que-stf-interferiu-na-eleicao-de-lula/,Parcialmente verdadeiro,2023-11-27 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ4JoAqwxFL1QBX6insyU0MJDTi43194dsfakRsc_IgCFkcdhiv,"['Luiz Inácio Lula da Silva', 'Supremo Tribunal Federal', 'Jornalista', 'GloboNews']"
385,"Vídeo mostra que muitas pessoas chegaram nas zonas eleitorais para votar em Javier Milei, mas não conseguiram, porque as cédulas haviam desaparecido ou simplesmente foram danificadas e jogadas em latas de lixo, mas só as de Javier Milei",UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2023/10/27/video-de-agosto-e-compartilhado-como-se-fosse-do-1-turno-na-argentina.htm,Falso,2023-10-27 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSnN-JQa8iiJBSmmjSxKvRAPPD20YPtwMDDunWc4iyYtvFRNmH8,"['Eleição', 'Votação', 'Vídeo', 'Javier Milei', 'Cédula eleitoral', 'Zona eleitoral', 'Resíduo sólido']"
386,Jornal noticia que Javier Milei ganhou as eleições e é o novo presidente da Argentina,Estadão,https://www.estadao.com.br/estadao-verifica/javier-milei-eleito-presidente-primeiro-turno/,Falso,2023-10-26 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQEGiTe1EEFJt0yiSwJ4ZRgz5G6Islvl-yZpshc1NpQ_wRel0e8,"['Javier Milei', 'Eleição', 'Argentina', 'Presidente', 'Notícia', 'Jornal', 'Presidente da Argentina']"
387,Prefeitura Belo Horizonte anula eleição para Conselho Tutelar por irregularidades em urnas eletrônicas do TSE,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2023/10/17/eleicao-para-conselho-tutelar-em-bh-nao-utilizou-urnas-da-justica-eleitoral.htm,Falso,2023-10-17 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRcq27ZmlbDHxZ2ZNUB-dJJ4kM_B-d-n2BcMUYpmrLig7U-0_Qq,"['Eleição', 'Conselho Tutelar', 'Urna eleitoral', 'Urna eletrônica', 'Tribunal Superior Eleitoral', 'Belo Horizonte', 'Prefeito no Brasil', 'Prefeitura de Belo Horizonte', 'Eletrônica']"
388,Prefeitura de Belo Horizonte anula eleição para Conselho Tutelar por irregularidades em urnas eletrônicas.,Estadão,https://www.estadao.com.br/estadao-verifica/falso-eleicao-conselho-tutelar-bh-usado-urnas-eletronicas-tse/,Falso,2023-10-12 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQmiR8xr-Cc73Th8Ih4p718Q3QFi8kQDPuKfswso7Bz5zGH5u5r,"['Urna eletrônica', 'Urna eleitoral', 'Eleição', 'Belo Horizonte', 'Conselho Tutelar', 'Prefeito no Brasil', 'Prefeitura de Belo Horizonte']"
389,PT faz trambique em eleições em Diadema,Estadão,https://www.estadao.com.br/estadao-verifica/pt-trambique-eleicao-conselho-tutelar-diadema/,Falso,2023-10-09 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ7tjZ-MAHJqoLjWaa-Qxel7j_96crHbwIfUJC9Xk6O6cWA5shf,"['Eleição', 'Diadema', 'Partido dos Trabalhadores', 'Partido dos Trabalhadores']"
390,Ministro Silvio Almeida quer cancelar a eleição do conselho tutelar,Aos Fatos,https://www.aosfatos.org/noticias/falso-ministerio-direitos-humanos-cancelar-eleicao-conselhos-tutelares/,Falso,2023-10-04 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR_IpYTp5q5Mesl6r4vzOmX2_BhDs7RXBp-kkBkMd6qTQlTs9uc,"['Conselho Tutelar', 'Eleição', 'Silvio Luiz de Almeida', 'Ministro']"
391,"Post no TikTok, com o título “capital da moda faliu, faz o L”, apresenta um homem reagindo a um vídeo em que uma pessoa circula por um centro comercial e informa estar na cidade de Santa Cruz do Capibaribe. No estabelecimento, segundo o vídeo, as lojas teriam falido por responsabilidade do governo Lula, uma vez que a situação na gestão de Jair Bolsonaro (PL) seria diferente. No vídeo, é feita uma relação direta entre a suposta falência com o número de votos dados por eleitores do Nordeste a Lula na última eleição. “Aqui é o maior comércio popular de roupa do Nordeste. Faliu. Lojas vazias, lojas com placas de aluguel, povo desesperado, falência total. Tire suas próprias conclusões. Você vai assistir agora um cenário terrível”, diz o autor da publicação.",Folha - UOL,https://www1.folha.uol.com.br/mercado/2023/09/e-falso-que-maior-comercio-popular-do-nordeste-tenha-falido.shtml,Falso,2023-09-27 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-1nK4-rglFBM-BWOHuTdobC_vM7u-vM19RvSPYTzzq79QREmW,"['Luiz Inácio Lula da Silva', 'Região Nordeste do Brasil', 'Eleição', 'Jair Bolsonaro', 'Faz o L', 'Partido Liberal', 'Votação']"
392,"""Governo vai gastar 32 milhões de euros para substituir cadernos eleitorais e vai implementar voto electrónico.""",Observador,https://observador.pt/factchecks/fact-check-governo-vai-gastar-32-milhoes-em-cadernos-eleitorais-digitais-e-implementar-voto-eletronico/,Enganador,2023-09-18 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT7EC9JTQvpT4eoev45ZD_q7vPnCJRIKFPX3WrtWSAo--cRMwwf,"['Eleição', 'Votação', 'Caderno', 'Governo', 'Eletrônica', 'Euro']"
393,"GRAVE! De acordo com Ives Gandra, o Instituto V-DEM da Universidade de Gotemburgo, que avalia a qualidade das democracias no mundo, classificou o Brasil como uma democracia apenas eleitoral. Nestas democracias, após as eleições, o povo não apita mais nada. O Instituto levou também em consideração a censura no Brasil e a existência de presos políticos.",UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2023/09/13/brasil-cai-em-ranking-de-democracias-desde-2016-houve-leve-melhora-em-2023.htm,Falso,2023-09-13 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQrsbanUuD02Nw9uPKpSmRatIFpvpKtS1iiRm0pL6HlnFNfYvsn,"['Democracia', 'Brasil', 'Política', 'Eleição']"
394,"Hackers quebraram o código-fonte e descobriram que Jair Bolsonaro venceu as eleições com 73,5% dos votos",Estadão,https://www.estadao.com.br/estadao-verifica/nao-hackers-nao-quebraram-codigo-fonte-das-urnas-nem-revelaram-vitoria-de-bolsonaro/,Falso,2023-09-13 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR69_fYZeJz7hxL8q_Wuub_9F0W-57kln5LspokWhj4bDxohW5D,"['Jair Bolsonaro', 'Código-fonte', 'Eleição', 'Votação', 'Hacker']"
395,É enganoso que um único técnico do TSE possa alterar o resultado das eleições mexendo no código-fonte das urnas eletrônicas,Estadão,https://www.estadao.com.br/estadao-verifica/hacker-faz-afirmacoes-incorretas-sobre-codigo-fonte-e-seguranca-das-urnas-eletronicas-em-cpmi/,Falso,2023-08-24 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQu_tYjhtLH2-hNDqwkPgnHBFEmjr0zDwket3c6ZWH5HLMzmKVf,"['Urna eletrônica', 'Código-fonte', 'Tribunal Superior Eleitoral', 'Eleição', 'Urna eleitoral', 'Eletrônica', 'Resultado']"
396,Ciro Gomes já sabia que haveria uma fraude eleitoral,Estadão,https://www.estadao.com.br/estadao-verifica/ciro-gomes-maior-fraude-eleitoral-historia/,Falso,2023-07-26 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSAmJI6_-KsAaeVIBR4eEXMYPp8gMzzlVMeE3OpqNWNXR_92hcd,"['Ciro Gomes', 'Fraude eleitoral', 'Eleição', 'Fraude']"
397,"Se 88 milhões de CPFs DIFERENTES fizeram Pix para Bolsonaro, como foi que o larápio ganhou a eleição?? Seria essa a bala de prata???",UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2023/06/30/bolsonaro-nao-recebeu-r-125-mi-no-pix-post-usa-dados-do-divulgacand.htm,Falso,2023-06-30 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTeOZBjiHlJ_VugFkF7MzuLIiM4Ee6Kgc97QojP57myceaSzx-L,"['Jair Bolsonaro', 'PIX', 'Eleição', 'Cadastro de Pessoas Físicas']"
398,Graças a vocês eu fui eleito com a campanha mais barata da história,Aos Fatos,https://www.aosfatos.org/noticias/o-que-e-e-o-que-nao-e-fato-no-pronunciamento-de-bolsonaro-ao-povo/,Verdadeiro,2019-01-01 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRCQ6wpGhbGyt0_2R5h2QjMLcw_HpZlNwwkwA2jhxb8v4FeMZAK,"['Eleição', 'História']"
399,"Nas eleições gerais de 2022 foram anulados 7,2 milhões de votos pelo TSE",AFP Checamos,https://checamos.afp.com/doc.afp.com.32KP4ZA,Falso,2022-10-04 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTmArTGCoohwVSV6QjIsicjkAWykMpm2j2pLNL2vP2ztjVGI1t1,"['Eleição', 'Votação', 'Eleições gerais brasileiras, 2022', 'Tribunal Superior Eleitoral', 'Eleições gerais', '2022']"
400,"O aplicativo do TSE , denominado de Pardal, criado para denúncias de propaganda eleitoral irregular e outras afrontas a lei eleitoral não permite denúncias contra o PT.",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/e-falso-que-aplicativo-do-tse-nao-permita-denuncias-contra-o-pt-eleitor-deve-selecionar-federacao-partidaria/,Falso,2022-10-26 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHgJUqSahjTZ33dSTL-Xe19r4tmfjzgRFS3W5znT7OKrfnXsOu,"['Tribunal Superior Eleitoral', 'Partido dos Trabalhadores', 'Denúncia', 'Eleição', 'Partido dos Trabalhadores', 'Campanha eleitoral', 'Lei']"
401,TSE anunciou voto online para as eleições de 2020 e quebra de sigilo do voto,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2020/10/20/tse-nao-anunciou-voto-online-para-as-eleicoes-de-2020.htm,Falso,2020-10-20 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQaiYA_1cSKWIvlTrVMkiV0GFhkgp9Iso7KeVzD3P2nRQiMud88,"['Tribunal Superior Eleitoral', 'Votação', 'Eleição', 'Eleições municipais no Brasil, 2020', '2020']"
402,Estabilidade de percentuais de voto prova fraude na eleição para prefeito de São Paulo no Brasil,AFP Checamos,https://checamos.afp.com/estabilidade-de-percentual-de-votos-em-sao-paulo-nao-prova-fraude-eleitoral,Falso,2020-11-17 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRLTCjXSom_DID7DedQdsfxx3Svb6PU3Sgy3g1mk4MWb54Q3sUm,"['Eleição', 'Votação', 'Fraude', 'São Paulo', 'Prefeito de São Paulo', 'Primátor', 'Brasil']"
403,Site de enquetes é uma forma de saber quem realmente está na frente das pesquisas eleitorais para presidente em 2022.,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/enquete-em-site-nao-indica-quem-esta-na-frente-das-pesquisas-eleitorais/,Falso,2021-07-16 07:00:00,nan,"['Eleição', 'Pesquisa', 'Pesquisa', 'Presidente', 'Site', '2022']"
404,Urgente! Ciro Gomes diz: ?País sofrerá a maior fraude eleitoral da História?,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/03/fala-de-ciro-gomes-e-tirada-de-contexto-para-alegar-fraude-nas-urnas.htm,Insustentável,2022-10-03 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQnzi-Z8sZMrcvfKNdajzenkGmd2rn6VmD8WThzWsfsVBhyWaZr,"['Ciro Gomes', 'Fraude', 'Fraude eleitoral', 'Eleição']"
405,afirmação de que mesários e eleitores estariam proibidos de votar com a camisa da Seleção Brasileira.,Metrópoles,https://www.metropoles.com/distrito-federal/e-falso-que-nao-pode-votar-com-a-camisa-da-selecao-brasileira,Falso,2022-10-01 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ3j5szfBsTbKj2M4BQyJU53QXstWV0ijJjiS405ErRegFHXgwK,"['Seleção Brasileira', 'Votação', 'Mesário', 'Eleição', 'Brasil', 'Camisa']"
406,Documentos mostram que Bolsonaro foi eleito no primeiro turno em 2018,Aos Fatos,https://www.aosfatos.org/noticias/denuncia-de-fraude-que-impediu-vitoria-de-bolsonaro-no-1-turno-foi-arquivada-por-falta-de-provas/,Falso,2020-10-05 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQv-75LRSvyhT1ZyJtUluLv_5s1gItZSCUzykdF33vw1eo3eNCD,"['Jair Bolsonaro', 'Eleição', 'Documento', '2018']"
407,Dois vídeos da contagem de votos nos EUA provam que a eleição foi fraudada,Aos Fatos,https://www.aosfatos.org/noticias/videos-da-contagem-de-votos-nao-provam-que-eleicao-nos-eua-foi-fraudada/,Falso,2020-11-06 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTpXPkPAh2CIXBznB8_hKH4Sl_6Otn8BTyrIhws_jN5SNz0SDu,"['Eleição', 'Votação', 'Estados Unidos', 'Fraude', 'Vídeo']"
408,"Proposta apresentada na Câmara abre caminho para a anulação das eleições presidenciais de 2018, uma vez que a disputa poderia ocorrer apenas em 2020, quando haverá eleição para as prefeituras.",Aos Fatos,https://www.aosfatos.org/noticias/noticia-falsa-camara-nao-pretende-aumentar-mandato-de-temer/,Falso,2017-05-04 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTtHGUHpAPh3RTEkPMAMI9LY9KAb0AivUAXNcgjA0QtwhzwHh3A,"['Câmara dos Deputados, Brasil', 'Eleição', 'Presidente', 'Eleições presidenciais brasileiras, 2018', 'Eleições presidenciais', '2020', '2018', 'Prefeito no Brasil']"
409,"O que estamos denunciando é que o impedimento de Lula seria uma fraude nas eleições. [O boicote] é uma coisa que não está sendo oficialmente discutida ainda, mas vai caminhar para isso se ele for impedido de ser candidato. É um processo que não tem base jurídica.",Aos Fatos,https://www.aosfatos.org/noticias/o-que-dizem-os-politicos-e-redes-sobre-o-julgamento-de-lula-e-o-que-mostram-os-fatos/,Verdadeiro,2018-01-24 08:00:00,nan,"['Luiz Inácio Lula da Silva', 'Eleição', 'Candidato', 'Processo judicial', 'Fraude', 'Denúncia', 'Pessoa jurídica', 'Boicote']"
410,"Postagem no Instagram mostra um homem reagindo a um vídeo antigo em que uma mulher fala sobre o suposto voto de seu marido, falecido em 2010, na eleição presidencial de 2022.",Folha - UOL,https://www1.folha.uol.com.br/poder/2023/04/homem-engana-ao-repostar-video-antigo-com-denuncia-sobre-votos-de-pessoas-falecidas.shtml,Falso,2023-04-24 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTPQXQSzUEyAxECHbkMr81uSX0cmQc0JAPsF5RqI2n5TZ6J6Jv3,"['Votação', 'Eleição', 'Presidente', 'Vídeo', 'Morte', 'Eleições presidenciais brasileiras, 2022', '2022', 'Eleições presidenciais', 'Mulher']"
411,TSE permitirá voto por celular nas eleições de 2020.,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-tse-permitiu-voto-pelo-celular-nestas-eleicoes/,Falso,2020-10-22 07:00:00,nan,"['Tribunal Superior Eleitoral', 'Eleição', 'Votação', 'Eleições municipais no Brasil, 2020', 'Telefone celular', '2020']"
412,Venezuela e Argentina utilizam as mesmas urnas eletrônicas em eleições.,AFP Checamos,https://checamos.afp.com/venezuela-usa-urna-eletronica-enquanto-argentina-usa-cedula-de-papel-em-eleicoes,Falso,2020-11-27 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRLDbX9nbfs--1zR0RG0lDkwRsvp_9-zG2BVnpDJP4PNknvUSi8,"['Urna eleitoral', 'Venezuela', 'Urna eletrônica', 'Eleição', 'Eletrônica', 'Argentina']"
413,"afirmação de que, para votar nas eleições de 2022, é necessário apresentar um documento de identificação com foto aos mesários",Metrópoles,https://www.metropoles.com/distrito-federal/e-verdadeiro-que-e-preciso-de-documento-com-foto-para-votar-entenda,Verdadeiro,2022-09-13 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSanatSWKowj2TrVcpoTVqbx2dHJn3B36v8J0iWsFBf2zTYjQ7Q,"['Votação', 'Documento', 'Eleição', 'Mesário', 'Fotografia', 'Documento de identidade', 'Eleições presidenciais brasileiras, 2022', '2022']"
414,STM dá 72 horas para Alexandre de Moraes explicar fraude eleitoral,Aos Fatos,https://www.aosfatos.org/noticias/stm-e-defesa-nao-provaram-fraude-eleitoral-nem-intimaram-moraes/,Falso,2022-11-04 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQY6mSUpGKHEjixCoLQ77vtXyCKKJq91pGNM5MNOtv2ydAkvJLA,"['Fraude eleitoral', 'Superior Tribunal Militar', 'Alexandre de Moraes', 'Fraude', 'Eleição']"
415,Título eleitoral tem propaganda para Lula,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-tse-fez-propaganda-para-lula-em-titulo-de-eleitor/,Falso,2022-08-11 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT2OM7POS2AHOs_dG96821gHkTwme1wJMraMvsZULKDg81y7-rr,"['Luiz Inácio Lula da Silva', 'Título de eleitor', 'Eleição', 'Propaganda']"
416,Vídeo mostra resultados diferentes no aplicativo e no boletim impresso da mesma zona eleitoral de Rio Branco,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-dados-de-boletim-de-urna-diferem-de-numeros-do-aplicativo-do-tse-em-rio-branco/,Falso,2020-11-23 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTASV3XdHBqJSMJ7bK2caPVp2YNZSZXoJXoKOJaNIyzRsWO1DSx,"['Eleição', 'Zona eleitoral', 'Aplicativo móvel', 'Rio Branco', 'Vídeo']"
417,"Ninguém pode ser preso no dia da eleição, apenas quem usar celular na cabine de votação",AFP Checamos,https://checamos.afp.com/doc.afp.com.32JZ2UN,Falso,2022-09-23 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQLqXQ4QQmaITolqYsPynQHvzWTmivd6vi9UY6IAuVUHdvuPpxh,"['Eleição', 'Dia da eleição', 'Votação', 'Telefone celular', 'Dia', 'Prisão']"
418,Maduro envia vídeo desejando boa sorte para Lula nas eleições de 2022,Aos Fatos,https://www.aosfatos.org/noticias/video-maduro-lula-2020-nao-atual/,Não_É_Bem_Assim,2022-10-25 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQl9kKj6pH1gEWZDFqFeo4xhZy0VH0--a6_mLdakdPyApHC5kkZ,"['Nicolás Maduro', 'Luiz Inácio Lula da Silva', 'Eleição', 'Vídeo', 'Eleições presidenciais brasileiras, 2022', '2022', 'Sorte']"
419,Vídeo mostra Silas Malafaia em frente a patriotas em Brasília após a eleição,Aos Fatos,https://www.aosfatos.org/noticias/malafaia-brasilia-sete-de-setembro/,Não_É_Bem_Assim,2022-11-03 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcR7dQJ8y1xhCH-SYHm_j-ZAK50AUGRZsAO80hgUuL-ukw_QsXB0,"['Silas Malafaia', 'Eleição', 'Brasília', 'Vídeo']"
420,Espaço dedicado para os eleitores do Bolsonaro explicarem a retirada da INSULINA do SUS.,Aos Fatos,https://www.aosfatos.org/noticias/governo-bolsonaro-nao-suspendeu-distribuicao-de-insulina-no-sus/,Falso,2019-07-22 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT_ZyzuE5-9sI6iL9hkb6kewfsL4AuElB181mSMbMXQICpQAk7S,"['Insulina', 'Jair Bolsonaro', 'Sistema Único de Saúde', 'Eleição']"
421,Eleitor que não levar caneta será proibido de votar,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2020/11/14/e-falso-que-eleitor-que-nao-levar-caneta-nao-podera-votar.htm,Falso,2020-11-14 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRbGixJ5m0YAOLOl7X6pboSVC8VtyLRzJSfrz60GMasOKfN4rhj,"['Eleitor', 'Votação', 'Eleição']"
422,O Aécio Neves foi afastado da presidência do partido. [...] Só fui eleito presidente do PSDB porque ele foi afastado.,Aos Fatos,https://www.aosfatos.org/noticias/os-erros-e-acertos-de-alckmin-no-jornal-nacional-e-na-globonews/,Falso,2018-08-30 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRH-KUoJNIGmqBMdycFf5LWUOhYEX4hX1Mz8GI5LSfhh0-SoGKz,"['Aécio Neves', 'PSDB', 'Partido da Social Democracia Brasileira', 'Eleição', 'Partido político', 'Presidente', 'Presidente do Brasil']"
423,Documento revela que Bolsonaro venceu as eleições de 2018 no primeiro turno,Aos Fatos,https://www.aosfatos.org/noticias/posts-reciclam-denuncia-arquivada-por-falta-de-provas-sobre-vitoria-de-bolsonaro-no-1-turno/,Falso,2022-07-25 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQw9cdvx69DiUF9Kg510MWCn0KeseLov8p5TtEL5eamc4m3lh2x,"['Jair Bolsonaro', 'Eleição', 'Eleições presidenciais brasileiras, 2018', 'Documento', '2018']"
424,Títulos de eleitor encontrados no lixo reciclável no Ceará provam fraude eleitoral no estado.,Aos Fatos,https://www.aosfatos.org/noticias/falso-titulos-eleitor-lixo-provam-fraude/,Falso,2022-11-21 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTgLPihgnpn8FKY-4fb0EO4KDF8hOwO1_Ut7_IiQ1wtHhHcv9R8,"['Fraude eleitoral', 'Título de eleitor', 'Eleitor', 'Eleição', 'Fraude', 'Resíduo sólido', 'Reciclagem']"
425,É proibido atirar em ladrões a menos que eles atirem antes; é proibido prender pessoas nas eleições,Estadão,https://www.estadao.com.br/estadao-verifica/leis-prisoes-eleicoes-legitima-defesa/,Falso,2023-06-14 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRTAsn6sQH9LGr61Fkq12Xu6WhBBjG1hM7q0iaw2AKelrDTxh4j,"['Eleição', 'Pessoa']"
